old_group	old_target	status	new_group	new_target	profile	mapping	app_file	exclusion_reason
companion	Ebyte_EoRa-S3_companion_radio_ble	built	companion	Ebyte_EoRa-S3_companion_radio_full	full	Ebyte_EoRa-S3_companion_radio_ble -> Ebyte_EoRa-S3_companion_radio_full (full_companion)	Ebyte_EoRa-S3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Ebyte_EoRa-S3_companion_radio_usb	built	companion	Ebyte_EoRa-S3_companion_radio_full	full	Ebyte_EoRa-S3_companion_radio_usb -> Ebyte_EoRa-S3_companion_radio_full (full_companion)	Ebyte_EoRa-S3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	GAT562_30S_Mesh_Kit_companion_radio_ble	built	companion	GAT562_30S_Mesh_Kit_companion_radio_full	full	GAT562_30S_Mesh_Kit_companion_radio_ble -> GAT562_30S_Mesh_Kit_companion_radio_full (full_companion)	GAT562_30S_Mesh_Kit_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	GAT562_30S_Mesh_Kit_companion_radio_full	built	companion	GAT562_30S_Mesh_Kit_companion_radio_full	full		GAT562_30S_Mesh_Kit_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	GAT562_30S_Mesh_Kit_companion_radio_usb	built	companion	GAT562_30S_Mesh_Kit_companion_radio_full	full	GAT562_30S_Mesh_Kit_companion_radio_usb -> GAT562_30S_Mesh_Kit_companion_radio_full (full_companion)	GAT562_30S_Mesh_Kit_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	GAT562_Mesh_Tracker_Pro_companion_radio_ble	built	companion	GAT562_Mesh_Tracker_Pro_companion_radio_full	full	GAT562_Mesh_Tracker_Pro_companion_radio_ble -> GAT562_Mesh_Tracker_Pro_companion_radio_full (full_companion)	GAT562_Mesh_Tracker_Pro_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	GAT562_Mesh_Tracker_Pro_companion_radio_full	built	companion	GAT562_Mesh_Tracker_Pro_companion_radio_full	full		GAT562_Mesh_Tracker_Pro_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	GAT562_Mesh_Tracker_Pro_companion_radio_usb	built	companion	GAT562_Mesh_Tracker_Pro_companion_radio_full	full	GAT562_Mesh_Tracker_Pro_companion_radio_usb -> GAT562_Mesh_Tracker_Pro_companion_radio_full (full_companion)	GAT562_Mesh_Tracker_Pro_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	GAT562_Mesh_Watch13_companion_radio_ble	built	companion	GAT562_Mesh_Watch13_companion_radio_full	full	GAT562_Mesh_Watch13_companion_radio_ble -> GAT562_Mesh_Watch13_companion_radio_full (full_companion)	GAT562_Mesh_Watch13_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Generic_ESPNOW_comp_radio_usb	built	companion	Generic_ESPNOW_companion_radio_full	full	Generic_ESPNOW_comp_radio_usb -> Generic_ESPNOW_companion_radio_full (full_companion)	Generic_ESPNOW_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_E213_companion_radio_ble	built	companion	Heltec_E213_companion_radio_full	full	Heltec_E213_companion_radio_ble -> Heltec_E213_companion_radio_full (full_companion)	Heltec_E213_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_E213_companion_radio_usb	built	companion	Heltec_E213_companion_radio_full	full	Heltec_E213_companion_radio_usb -> Heltec_E213_companion_radio_full (full_companion)	Heltec_E213_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_E290_companion_ble	built	companion	Heltec_E290_companion_radio_full	full	Heltec_E290_companion_ble -> Heltec_E290_companion_radio_full (full_companion)	Heltec_E290_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_E290_companion_usb	built	companion	Heltec_E290_companion_radio_full	full	Heltec_E290_companion_usb -> Heltec_E290_companion_radio_full (full_companion)	Heltec_E290_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_T190_companion_radio_ble_	built	companion	Heltec_T190_companion_radio_full_	full	Heltec_T190_companion_radio_ble_ -> Heltec_T190_companion_radio_full_ (full_companion)	Heltec_T190_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_T190_companion_radio_usb_	built	companion	Heltec_T190_companion_radio_full_	full	Heltec_T190_companion_radio_usb_ -> Heltec_T190_companion_radio_full_ (full_companion)	Heltec_T190_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_WSL3_companion_radio_ble	built	companion	Heltec_WSL3_companion_radio_full	full	Heltec_WSL3_companion_radio_ble -> Heltec_WSL3_companion_radio_full (full_companion)	Heltec_WSL3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_WSL3_companion_radio_ble_ps	built	companion	Heltec_WSL3_companion_radio_full	full	Heltec_WSL3_companion_radio_ble_ps -> Heltec_WSL3_companion_radio_ble (runtime setting); Heltec_WSL3_companion_radio_ble -> Heltec_WSL3_companion_radio_full (full_companion)	Heltec_WSL3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_WSL3_companion_radio_full	built	companion	Heltec_WSL3_companion_radio_full	full		Heltec_WSL3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_WSL3_companion_radio_usb	built	companion	Heltec_WSL3_companion_radio_full	full	Heltec_WSL3_companion_radio_usb -> Heltec_WSL3_companion_radio_full (full_companion)	Heltec_WSL3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_WSL3_companion_radio_wifi	built	companion	Heltec_WSL3_companion_radio_full	full	Heltec_WSL3_companion_radio_wifi -> Heltec_WSL3_companion_radio_full (full_companion)	Heltec_WSL3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_Wireless_Paper_companion_radio_ble	built	companion	Heltec_Wireless_Paper_companion_radio_full	full	Heltec_Wireless_Paper_companion_radio_ble -> Heltec_Wireless_Paper_companion_radio_full (full_companion)	Heltec_Wireless_Paper_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_Wireless_Paper_companion_radio_ble_ps	built	companion	Heltec_Wireless_Paper_companion_radio_full	full	Heltec_Wireless_Paper_companion_radio_ble_ps -> Heltec_Wireless_Paper_companion_radio_ble (runtime setting); Heltec_Wireless_Paper_companion_radio_ble -> Heltec_Wireless_Paper_companion_radio_full (full_companion)	Heltec_Wireless_Paper_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_Wireless_Paper_companion_radio_usb	built	companion	Heltec_Wireless_Paper_companion_radio_full	full	Heltec_Wireless_Paper_companion_radio_usb -> Heltec_Wireless_Paper_companion_radio_full (full_companion)	Heltec_Wireless_Paper_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_Wireless_Tracker_companion_radio_ble	built	companion	Heltec_Wireless_Tracker_companion_radio_full	full	Heltec_Wireless_Tracker_companion_radio_ble -> Heltec_Wireless_Tracker_companion_radio_full (full_companion)	Heltec_Wireless_Tracker_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_Wireless_Tracker_companion_radio_ble_ps	built	companion	Heltec_Wireless_Tracker_companion_radio_full	full	Heltec_Wireless_Tracker_companion_radio_ble_ps -> Heltec_Wireless_Tracker_companion_radio_ble (runtime setting); Heltec_Wireless_Tracker_companion_radio_ble -> Heltec_Wireless_Tracker_companion_radio_full (full_companion)	Heltec_Wireless_Tracker_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_Wireless_Tracker_companion_radio_usb	built	companion	Heltec_Wireless_Tracker_companion_radio_full	full	Heltec_Wireless_Tracker_companion_radio_usb -> Heltec_Wireless_Tracker_companion_radio_full (full_companion)	Heltec_Wireless_Tracker_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_ct62_companion_radio_ble	built	companion	Heltec_ct62_companion_radio_full	full	Heltec_ct62_companion_radio_ble -> Heltec_ct62_companion_radio_full (full_companion)	Heltec_ct62_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_ct62_companion_radio_ble_ps	built	companion	Heltec_ct62_companion_radio_full	full	Heltec_ct62_companion_radio_ble_ps -> Heltec_ct62_companion_radio_ble (runtime setting); Heltec_ct62_companion_radio_ble -> Heltec_ct62_companion_radio_full (full_companion)	Heltec_ct62_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_ct62_companion_radio_usb	built	companion	Heltec_ct62_companion_radio_full	full	Heltec_ct62_companion_radio_usb -> Heltec_ct62_companion_radio_full (full_companion)	Heltec_ct62_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_mesh_solar_companion_radio_ble	built	companion	Heltec_mesh_solar_companion_radio_full	full	Heltec_mesh_solar_companion_radio_ble -> Heltec_mesh_solar_companion_radio_full (full_companion)	Heltec_mesh_solar_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_mesh_solar_companion_radio_full	built	companion	Heltec_mesh_solar_companion_radio_full	full		Heltec_mesh_solar_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_mesh_solar_companion_radio_usb	built	companion	Heltec_mesh_solar_companion_radio_full	full	Heltec_mesh_solar_companion_radio_usb -> Heltec_mesh_solar_companion_radio_full (full_companion)	Heltec_mesh_solar_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t096_companion_radio_ble_femoff	built	companion	Heltec_t096_companion_radio_full_femon	full	Heltec_t096_companion_radio_ble_femoff -> Heltec_t096_companion_radio_ble_femon (runtime setting); Heltec_t096_companion_radio_ble_femon -> Heltec_t096_companion_radio_full_femon (full_companion)	Heltec_t096_companion_radio_full_femon-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t096_companion_radio_ble_femon	built	companion	Heltec_t096_companion_radio_full_femon	full	Heltec_t096_companion_radio_ble_femon -> Heltec_t096_companion_radio_full_femon (full_companion)	Heltec_t096_companion_radio_full_femon-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t096_companion_radio_full_femoff	built	companion	Heltec_t096_companion_radio_full_femon	full	Heltec_t096_companion_radio_full_femoff -> Heltec_t096_companion_radio_full_femon (runtime setting)	Heltec_t096_companion_radio_full_femon-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t096_companion_radio_full_femon	built	companion	Heltec_t096_companion_radio_full_femon	full		Heltec_t096_companion_radio_full_femon-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t096_companion_radio_usb_femoff	built	companion	Heltec_t096_companion_radio_full_femon	full	Heltec_t096_companion_radio_usb_femoff -> Heltec_t096_companion_radio_usb_femon (runtime setting); Heltec_t096_companion_radio_usb_femon -> Heltec_t096_companion_radio_full_femon (full_companion)	Heltec_t096_companion_radio_full_femon-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t096_companion_radio_usb_femon	built	companion	Heltec_t096_companion_radio_full_femon	full	Heltec_t096_companion_radio_usb_femon -> Heltec_t096_companion_radio_full_femon (full_companion)	Heltec_t096_companion_radio_full_femon-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t114_companion_radio_ble	built	companion	Heltec_t114_companion_radio_full	full	Heltec_t114_companion_radio_ble -> Heltec_t114_companion_radio_full (full_companion)	Heltec_t114_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t114_companion_radio_full	built	companion	Heltec_t114_companion_radio_full	full		Heltec_t114_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t114_companion_radio_usb	built	companion	Heltec_t114_companion_radio_full	full	Heltec_t114_companion_radio_usb -> Heltec_t114_companion_radio_full (full_companion)	Heltec_t114_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t114_without_display_companion_radio_ble	built	companion	Heltec_t114_without_display_companion_radio_full	full	Heltec_t114_without_display_companion_radio_ble -> Heltec_t114_without_display_companion_radio_full (full_companion)	Heltec_t114_without_display_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t114_without_display_companion_radio_full	built	companion	Heltec_t114_without_display_companion_radio_full	full		Heltec_t114_without_display_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t114_without_display_companion_radio_usb	built	companion	Heltec_t114_without_display_companion_radio_full	full	Heltec_t114_without_display_companion_radio_usb -> Heltec_t114_without_display_companion_radio_full (full_companion)	Heltec_t114_without_display_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t1_companion_radio_ble	built	companion	Heltec_t1_companion_radio_full	full	Heltec_t1_companion_radio_ble -> Heltec_t1_companion_radio_full (full_companion)	Heltec_t1_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t1_companion_radio_full	built	companion	Heltec_t1_companion_radio_full	full		Heltec_t1_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_t1_companion_radio_usb	built	companion	Heltec_t1_companion_radio_full	full	Heltec_t1_companion_radio_usb -> Heltec_t1_companion_radio_full (full_companion)	Heltec_t1_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_tower_v2_companion_radio_ble	built	companion	Heltec_tower_v2_companion_radio_full	full	Heltec_tower_v2_companion_radio_ble -> Heltec_tower_v2_companion_radio_full (full_companion)	Heltec_tower_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_tower_v2_companion_radio_full	built	companion	Heltec_tower_v2_companion_radio_full	full		Heltec_tower_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_tower_v2_companion_radio_usb	built	companion	Heltec_tower_v2_companion_radio_full	full	Heltec_tower_v2_companion_radio_usb -> Heltec_tower_v2_companion_radio_full (full_companion)	Heltec_tower_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	Heltec_v2_companion_radio_ble	built	companion	Heltec_v2_companion_radio_full	full	Heltec_v2_companion_radio_ble -> Heltec_v2_companion_radio_full (full_companion)	Heltec_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v2_companion_radio_ble_ps	built	companion	Heltec_v2_companion_radio_full	full	Heltec_v2_companion_radio_ble_ps -> Heltec_v2_companion_radio_ble (runtime setting); Heltec_v2_companion_radio_ble -> Heltec_v2_companion_radio_full (full_companion)	Heltec_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v2_companion_radio_full	built	companion	Heltec_v2_companion_radio_full	full		Heltec_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v2_companion_radio_usb	built	companion	Heltec_v2_companion_radio_full	full	Heltec_v2_companion_radio_usb -> Heltec_v2_companion_radio_full (full_companion)	Heltec_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v2_companion_radio_wifi	built	companion	Heltec_v2_companion_radio_full	full	Heltec_v2_companion_radio_wifi -> Heltec_v2_companion_radio_full (full_companion)	Heltec_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v3_companion_radio_ble	built	companion	Heltec_v3_companion_radio_full	full	Heltec_v3_companion_radio_ble -> Heltec_v3_companion_radio_full (full_companion)	Heltec_v3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v3_companion_radio_ble_ps	built	companion	Heltec_v3_companion_radio_full	full	Heltec_v3_companion_radio_ble_ps -> Heltec_v3_companion_radio_ble (runtime setting); Heltec_v3_companion_radio_ble -> Heltec_v3_companion_radio_full (full_companion)	Heltec_v3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v3_companion_radio_full	built	companion	Heltec_v3_companion_radio_full	full		Heltec_v3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v3_companion_radio_usb	built	companion	Heltec_v3_companion_radio_full	full	Heltec_v3_companion_radio_usb -> Heltec_v3_companion_radio_full (full_companion)	Heltec_v3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	Heltec_v3_companion_radio_wifi	built	companion	Heltec_v3_companion_radio_full	full	Heltec_v3_companion_radio_wifi -> Heltec_v3_companion_radio_full (full_companion)	Heltec_v3_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	KeepteenLT1_companion_radio_ble	built	companion	KeepteenLT1_companion_radio_full	full	KeepteenLT1_companion_radio_ble -> KeepteenLT1_companion_radio_full (full_companion)	KeepteenLT1_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	KeepteenLT1_companion_radio_full	built	companion	KeepteenLT1_companion_radio_full	full		KeepteenLT1_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	KeepteenLT1_companion_radio_usb	built	companion	KeepteenLT1_companion_radio_full	full	KeepteenLT1_companion_radio_usb -> KeepteenLT1_companion_radio_full (full_companion)	KeepteenLT1_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo-Lite_companion_radio_ble	built	companion	LilyGo_T-Echo-Lite_companion_radio_full	full	LilyGo_T-Echo-Lite_companion_radio_ble -> LilyGo_T-Echo-Lite_companion_radio_full (full_companion)	LilyGo_T-Echo-Lite_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo-Lite_non_shell_companion_radio_ble	built	companion	LilyGo_T-Echo-Lite_non_shell_companion_radio_full	full	LilyGo_T-Echo-Lite_non_shell_companion_radio_ble -> LilyGo_T-Echo-Lite_non_shell_companion_radio_full (full_companion)	LilyGo_T-Echo-Lite_non_shell_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo-Lite_non_shell_companion_radio_full	built	companion	LilyGo_T-Echo-Lite_non_shell_companion_radio_full	full		LilyGo_T-Echo-Lite_non_shell_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo-Lite_non_shell_companion_radio_usb	built	companion	LilyGo_T-Echo-Lite_non_shell_companion_radio_full	full	LilyGo_T-Echo-Lite_non_shell_companion_radio_usb -> LilyGo_T-Echo-Lite_non_shell_companion_radio_full (full_companion)	LilyGo_T-Echo-Lite_non_shell_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo_Card_companion_radio_ble	built	companion	LilyGo_T-Echo_Card_companion_radio_full	full	LilyGo_T-Echo_Card_companion_radio_ble -> LilyGo_T-Echo_Card_companion_radio_full (full_companion)	LilyGo_T-Echo_Card_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo_Card_companion_radio_full	built	companion	LilyGo_T-Echo_Card_companion_radio_full	full		LilyGo_T-Echo_Card_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo_Card_companion_radio_usb	built	companion	LilyGo_T-Echo_Card_companion_radio_full	full	LilyGo_T-Echo_Card_companion_radio_usb -> LilyGo_T-Echo_Card_companion_radio_full (full_companion)	LilyGo_T-Echo_Card_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo_companion_radio_ble	built	companion	LilyGo_T-Echo_companion_radio_full	full	LilyGo_T-Echo_companion_radio_ble -> LilyGo_T-Echo_companion_radio_full (full_companion)	LilyGo_T-Echo_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo_companion_radio_full	built	companion	LilyGo_T-Echo_companion_radio_full	full		LilyGo_T-Echo_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T-Echo_companion_radio_usb	built	companion	LilyGo_T-Echo_companion_radio_full	full	LilyGo_T-Echo_companion_radio_usb -> LilyGo_T-Echo_companion_radio_full (full_companion)	LilyGo_T-Echo_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	LilyGo_T3S3_sx1262_companion_radio_ble	built	companion	LilyGo_T3S3_sx1262_companion_radio_full	full	LilyGo_T3S3_sx1262_companion_radio_ble -> LilyGo_T3S3_sx1262_companion_radio_full (full_companion)	LilyGo_T3S3_sx1262_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_T3S3_sx1262_companion_radio_ble_ps	built	companion	LilyGo_T3S3_sx1262_companion_radio_full	full	LilyGo_T3S3_sx1262_companion_radio_ble_ps -> LilyGo_T3S3_sx1262_companion_radio_ble (runtime setting); LilyGo_T3S3_sx1262_companion_radio_ble -> LilyGo_T3S3_sx1262_companion_radio_full (full_companion)	LilyGo_T3S3_sx1262_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_T3S3_sx1262_companion_radio_usb	built	companion	LilyGo_T3S3_sx1262_companion_radio_full	full	LilyGo_T3S3_sx1262_companion_radio_usb -> LilyGo_T3S3_sx1262_companion_radio_full (full_companion)	LilyGo_T3S3_sx1262_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_T3S3_sx1276_companion_radio_ble	built	companion	LilyGo_T3S3_sx1276_companion_radio_full	full	LilyGo_T3S3_sx1276_companion_radio_ble -> LilyGo_T3S3_sx1276_companion_radio_full (full_companion)	LilyGo_T3S3_sx1276_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_T3S3_sx1276_companion_radio_usb	built	companion	LilyGo_T3S3_sx1276_companion_radio_full	full	LilyGo_T3S3_sx1276_companion_radio_usb -> LilyGo_T3S3_sx1276_companion_radio_full (full_companion)	LilyGo_T3S3_sx1276_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TBeam_1W_companion_radio_ble	built	companion	LilyGo_TBeam_1W_companion_radio_full	full	LilyGo_TBeam_1W_companion_radio_ble -> LilyGo_TBeam_1W_companion_radio_full (full_companion)	LilyGo_TBeam_1W_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TBeam_1W_companion_radio_ble_ps	built	companion	LilyGo_TBeam_1W_companion_radio_full	full	LilyGo_TBeam_1W_companion_radio_ble_ps -> LilyGo_TBeam_1W_companion_radio_ble (runtime setting); LilyGo_TBeam_1W_companion_radio_ble -> LilyGo_TBeam_1W_companion_radio_full (full_companion)	LilyGo_TBeam_1W_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TBeam_1W_companion_radio_full	built	companion	LilyGo_TBeam_1W_companion_radio_full	full		LilyGo_TBeam_1W_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TBeam_1W_companion_radio_usb	built	companion	LilyGo_TBeam_1W_companion_radio_full	full	LilyGo_TBeam_1W_companion_radio_usb -> LilyGo_TBeam_1W_companion_radio_full (full_companion)	LilyGo_TBeam_1W_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TBeam_1W_companion_radio_wifi	built	companion	LilyGo_TBeam_1W_companion_radio_full	full	LilyGo_TBeam_1W_companion_radio_wifi -> LilyGo_TBeam_1W_companion_radio_full (full_companion)	LilyGo_TBeam_1W_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TDeck_companion_radio_ble	built	companion	LilyGo_TDeck_companion_radio_full	full	LilyGo_TDeck_companion_radio_ble -> LilyGo_TDeck_companion_radio_full (full_companion)	LilyGo_TDeck_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TDeck_companion_radio_usb	built	companion	LilyGo_TDeck_companion_radio_full	full	LilyGo_TDeck_companion_radio_usb -> LilyGo_TDeck_companion_radio_full (full_companion)	LilyGo_TDeck_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TETH_Elite_sx1262_companion_radio_ble	built	companion	LilyGo_TETH_Elite_sx1262_companion_radio_full	full	LilyGo_TETH_Elite_sx1262_companion_radio_ble -> LilyGo_TETH_Elite_sx1262_companion_radio_full (full_companion)	LilyGo_TETH_Elite_sx1262_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TETH_Elite_sx1262_companion_radio_usb	built	companion	LilyGo_TETH_Elite_sx1262_companion_radio_full	full	LilyGo_TETH_Elite_sx1262_companion_radio_usb -> LilyGo_TETH_Elite_sx1262_companion_radio_full (full_companion)	LilyGo_TETH_Elite_sx1262_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TLora_V2_1_1_6_companion_radio_ble	built	companion	LilyGo_TLora_V2_1_1_6_companion_radio_full	full	LilyGo_TLora_V2_1_1_6_companion_radio_ble -> LilyGo_TLora_V2_1_1_6_companion_radio_full (full_companion)	LilyGo_TLora_V2_1_1_6_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TLora_V2_1_1_6_companion_radio_ble_ps	built	companion	LilyGo_TLora_V2_1_1_6_companion_radio_full	full	LilyGo_TLora_V2_1_1_6_companion_radio_ble_ps -> LilyGo_TLora_V2_1_1_6_companion_radio_ble (runtime setting); LilyGo_TLora_V2_1_1_6_companion_radio_ble -> LilyGo_TLora_V2_1_1_6_companion_radio_full (full_companion)	LilyGo_TLora_V2_1_1_6_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TLora_V2_1_1_6_companion_radio_full	built	companion	LilyGo_TLora_V2_1_1_6_companion_radio_full	full		LilyGo_TLora_V2_1_1_6_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	LilyGo_TLora_V2_1_1_6_companion_radio_usb	built	companion	LilyGo_TLora_V2_1_1_6_companion_radio_full	full	LilyGo_TLora_V2_1_1_6_companion_radio_usb -> LilyGo_TLora_V2_1_1_6_companion_radio_full (full_companion)	LilyGo_TLora_V2_1_1_6_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
