old_group	old_target	status	new_group	new_target	profile	mapping	app_file	exclusion_reason
companion	ikoka_nano_nrf_33dbm_companion_radio_ble	built	companion	ikoka_nano_nrf_33dbm_companion_radio_full	full	ikoka_nano_nrf_33dbm_companion_radio_ble -> ikoka_nano_nrf_33dbm_companion_radio_full (full_companion)	ikoka_nano_nrf_33dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_nano_nrf_33dbm_companion_radio_full	built	companion	ikoka_nano_nrf_33dbm_companion_radio_full	full		ikoka_nano_nrf_33dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_nano_nrf_33dbm_companion_radio_usb	built	companion	ikoka_nano_nrf_33dbm_companion_radio_full	full	ikoka_nano_nrf_33dbm_companion_radio_usb -> ikoka_nano_nrf_33dbm_companion_radio_full (full_companion)	ikoka_nano_nrf_33dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_22dbm_companion_radio_ble	built	companion	ikoka_stick_nrf_22dbm_companion_radio_full	full	ikoka_stick_nrf_22dbm_companion_radio_ble -> ikoka_stick_nrf_22dbm_companion_radio_full (full_companion)	ikoka_stick_nrf_22dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_22dbm_companion_radio_full	built	companion	ikoka_stick_nrf_22dbm_companion_radio_full	full		ikoka_stick_nrf_22dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_22dbm_companion_radio_usb	built	companion	ikoka_stick_nrf_22dbm_companion_radio_full	full	ikoka_stick_nrf_22dbm_companion_radio_usb -> ikoka_stick_nrf_22dbm_companion_radio_full (full_companion)	ikoka_stick_nrf_22dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_30dbm_companion_radio_ble	built	companion	ikoka_stick_nrf_30dbm_companion_radio_full	full	ikoka_stick_nrf_30dbm_companion_radio_ble -> ikoka_stick_nrf_30dbm_companion_radio_full (full_companion)	ikoka_stick_nrf_30dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_30dbm_companion_radio_full	built	companion	ikoka_stick_nrf_30dbm_companion_radio_full	full		ikoka_stick_nrf_30dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_30dbm_companion_radio_usb	built	companion	ikoka_stick_nrf_30dbm_companion_radio_full	full	ikoka_stick_nrf_30dbm_companion_radio_usb -> ikoka_stick_nrf_30dbm_companion_radio_full (full_companion)	ikoka_stick_nrf_30dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_33dbm_companion_radio_ble	built	companion	ikoka_stick_nrf_33dbm_companion_radio_full	full	ikoka_stick_nrf_33dbm_companion_radio_ble -> ikoka_stick_nrf_33dbm_companion_radio_full (full_companion)	ikoka_stick_nrf_33dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_33dbm_companion_radio_full	built	companion	ikoka_stick_nrf_33dbm_companion_radio_full	full		ikoka_stick_nrf_33dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	ikoka_stick_nrf_33dbm_companion_radio_usb	built	companion	ikoka_stick_nrf_33dbm_companion_radio_full	full	ikoka_stick_nrf_33dbm_companion_radio_usb -> ikoka_stick_nrf_33dbm_companion_radio_full (full_companion)	ikoka_stick_nrf_33dbm_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	meshnology_w12_companion_radio_ble	built	companion	meshnology_w12_companion_radio_full	full	meshnology_w12_companion_radio_ble -> meshnology_w12_companion_radio_full (full_companion)	meshnology_w12_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	meshnology_w12_companion_radio_full	built	companion	meshnology_w12_companion_radio_full	full		meshnology_w12_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	meshnology_w12_companion_radio_usb	built	companion	meshnology_w12_companion_radio_full	full	meshnology_w12_companion_radio_usb -> meshnology_w12_companion_radio_full (full_companion)	meshnology_w12_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	meshnology_w12_companion_radio_wifi	built	companion	meshnology_w12_companion_radio_full	full	meshnology_w12_companion_radio_wifi -> meshnology_w12_companion_radio_full (full_companion)	meshnology_w12_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_screen_connect_companion_radio_ble_	built	companion	nibble_screen_connect_companion_radio_full_	full	nibble_screen_connect_companion_radio_ble_ -> nibble_screen_connect_companion_radio_full_ (full_companion)	nibble_screen_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_screen_connect_companion_radio_full_	built	companion	nibble_screen_connect_companion_radio_full_	full		nibble_screen_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_screen_connect_companion_radio_usb_	built	companion	nibble_screen_connect_companion_radio_full_	full	nibble_screen_connect_companion_radio_usb_ -> nibble_screen_connect_companion_radio_full_ (full_companion)	nibble_screen_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_screen_connect_companion_radio_wifi_	built	companion	nibble_screen_connect_companion_radio_full_	full	nibble_screen_connect_companion_radio_wifi_ -> nibble_screen_connect_companion_radio_full_ (full_companion)	nibble_screen_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_zero_connect_companion_radio_ble_	built	companion	nibble_zero_connect_companion_radio_full_	full	nibble_zero_connect_companion_radio_ble_ -> nibble_zero_connect_companion_radio_full_ (full_companion)	nibble_zero_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_zero_connect_companion_radio_full_	built	companion	nibble_zero_connect_companion_radio_full_	full		nibble_zero_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_zero_connect_companion_radio_usb_	built	companion	nibble_zero_connect_companion_radio_full_	full	nibble_zero_connect_companion_radio_usb_ -> nibble_zero_connect_companion_radio_full_ (full_companion)	nibble_zero_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	nibble_zero_connect_companion_radio_wifi_	built	companion	nibble_zero_connect_companion_radio_full_	full	nibble_zero_connect_companion_radio_wifi_ -> nibble_zero_connect_companion_radio_full_ (full_companion)	nibble_zero_connect_companion_radio_full_-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	solarxiao_30S_companion_radio_ble	built	companion	solarxiao_30S_companion_radio_full	full	solarxiao_30S_companion_radio_ble -> solarxiao_30S_companion_radio_full (full_companion)	solarxiao_30S_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	solarxiao_30S_companion_radio_full	built	companion	solarxiao_30S_companion_radio_full	full		solarxiao_30S_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	solarxiao_30S_companion_radio_usb	built	companion	solarxiao_30S_companion_radio_full	full	solarxiao_30S_companion_radio_usb -> solarxiao_30S_companion_radio_full (full_companion)	solarxiao_30S_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	solarxiao_33S_companion_radio_ble	built	companion	solarxiao_33S_companion_radio_full	full	solarxiao_33S_companion_radio_ble -> solarxiao_33S_companion_radio_full (full_companion)	solarxiao_33S_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	solarxiao_33S_companion_radio_full	built	companion	solarxiao_33S_companion_radio_full	full		solarxiao_33S_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	solarxiao_33S_companion_radio_usb	built	companion	solarxiao_33S_companion_radio_full	full	solarxiao_33S_companion_radio_usb -> solarxiao_33S_companion_radio_full (full_companion)	solarxiao_33S_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	t1000e_companion_radio_ble	built	companion	t1000e_companion_radio_full	full	t1000e_companion_radio_ble -> t1000e_companion_radio_full (full_companion)	t1000e_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	t1000e_companion_radio_full	built	companion	t1000e_companion_radio_full	full		t1000e_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	t1000e_companion_radio_usb	built	companion	t1000e_companion_radio_full	full	t1000e_companion_radio_usb -> t1000e_companion_radio_full (full_companion)	t1000e_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
companion	waveshare_rp2040_lora_companion_radio_usb	built	companion	waveshare_rp2040_lora_companion_radio_usb	standard		waveshare_rp2040_lora_companion_radio_usb-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	wio-e5-mini_companion_radio_usb	built	companion	wio-e5-mini_companion_radio_usb	standard		wio-e5-mini_companion_radio_usb-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	wio-e5_companion_radio_usb	built	companion	wio-e5_companion_radio_usb	standard		wio-e5_companion_radio_usb-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
companion	wio_wm1110_companion_radio_ble	built	companion	wio_wm1110_companion_radio_ble	standard		wio_wm1110_companion_radio_ble-v1.17.1.5-halo-keymind-cascade-dev-26303793.uf2	
full-profiles	Ebyte_EoRa-S3_Repeater-full-logging	built	full-profiles	Ebyte_EoRa-S3_Repeater	full		Ebyte_EoRa-S3_Repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Ebyte_EoRa-S3_room_server-full-logging	built	full-profiles	Ebyte_EoRa-S3_room_server	full		Ebyte_EoRa-S3_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_E22_sx1262_repeater-full-logging	built	full-profiles	Generic_E22_sx1262_repeater	full		Generic_E22_sx1262_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_E22_sx1262_repeater_bridge_espnow-full	built	full-profiles	Generic_E22_sx1262_repeater_bridge_espnow	full		Generic_E22_sx1262_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_E22_sx1262_repeater_bridge_espnow-full-logging	built	full-profiles	Generic_E22_sx1262_repeater_bridge_espnow	full		Generic_E22_sx1262_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_E22_sx1268_repeater-full-logging	built	full-profiles	Generic_E22_sx1268_repeater	full		Generic_E22_sx1268_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_E22_sx1268_repeater_bridge_espnow-full	built	full-profiles	Generic_E22_sx1268_repeater_bridge_espnow	full		Generic_E22_sx1268_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_E22_sx1268_repeater_bridge_espnow-full-logging	built	full-profiles	Generic_E22_sx1268_repeater_bridge_espnow	full		Generic_E22_sx1268_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_ESPNOW_repeatr-full-logging	built	full-profiles	Generic_ESPNOW_repeatr	full		Generic_ESPNOW_repeatr-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Generic_ESPNOW_room_svr-full-logging	built	full-profiles	Generic_ESPNOW_room_svr	full		Generic_ESPNOW_room_svr-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E213_repeater-full-logging	built	full-profiles	Heltec_E213_repeater	full		Heltec_E213_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E213_repeater_bridge_espnow-full	built	full-profiles	Heltec_E213_repeater_bridge_espnow	full		Heltec_E213_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E213_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_E213_repeater_bridge_espnow	full		Heltec_E213_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E213_room_server-full-logging	built	full-profiles	Heltec_E213_room_server	full		Heltec_E213_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E290_repeater-full-logging	built	full-profiles	Heltec_E290_repeater	full		Heltec_E290_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E290_repeater_bridge_espnow-full	built	full-profiles	Heltec_E290_repeater_bridge_espnow	full		Heltec_E290_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E290_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_E290_repeater_bridge_espnow	full		Heltec_E290_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_E290_room_server-full-logging	built	full-profiles	Heltec_E290_room_server	full		Heltec_E290_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_T190_repeater_-full-logging	built	full-profiles	Heltec_T190_repeater_	full		Heltec_T190_repeater_-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_T190_repeater_bridge_espnow_-full-logging	built	full-profiles	Heltec_T190_repeater_bridge_espnow_	full		Heltec_T190_repeater_bridge_espnow_-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_T190_repeater_observer_mqtt-full	built	full-profiles	Heltec_T190_repeater_observer_mqtt	full		Heltec_T190_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_T190_room_server_-full-logging	built	full-profiles	Heltec_T190_room_server_	full		Heltec_T190_room_server_-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_T190_room_server_observer_mqtt-full	built	full-profiles	Heltec_T190_room_server_observer_mqtt	full		Heltec_T190_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_repeater-full-logging	built	full-profiles	Heltec_WSL3_repeater_observer_mqtt	full	Heltec_WSL3_repeater -> Heltec_WSL3_repeater_observer_mqtt (mqtt_full)	Heltec_WSL3_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_repeater_bridge_espnow-full	built	full-profiles	Heltec_WSL3_repeater_bridge_espnow	full		Heltec_WSL3_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_WSL3_repeater_bridge_espnow	full		Heltec_WSL3_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_repeater_bridge_rs232-full-logging	built	full-profiles	Heltec_WSL3_repeater_observer_mqtt	full	Heltec_WSL3_repeater_bridge_rs232 -> Heltec_WSL3_repeater (rs232); Heltec_WSL3_repeater -> Heltec_WSL3_repeater_observer_mqtt (mqtt_full)	Heltec_WSL3_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_repeater_observer_mqtt-full	built	full-profiles	Heltec_WSL3_repeater_observer_mqtt	full		Heltec_WSL3_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_room_server-full-logging	built	full-profiles	Heltec_WSL3_room_server_observer_mqtt	full	Heltec_WSL3_room_server -> Heltec_WSL3_room_server_observer_mqtt (mqtt_full)	Heltec_WSL3_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_room_server_observer_mqtt-full	built	full-profiles	Heltec_WSL3_room_server_observer_mqtt	full		Heltec_WSL3_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_WSL3_sensor-full-logging	built	full-profiles	Heltec_WSL3_sensor	full		Heltec_WSL3_sensor-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Paper_repeater-full-logging	built	full-profiles	Heltec_Wireless_Paper_repeater	full		Heltec_Wireless_Paper_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Paper_repeater_bridge_espnow-full	built	full-profiles	Heltec_Wireless_Paper_repeater_bridge_espnow	full		Heltec_Wireless_Paper_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Paper_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_Wireless_Paper_repeater_bridge_espnow	full		Heltec_Wireless_Paper_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Paper_room_server-full-logging	built	full-profiles	Heltec_Wireless_Paper_room_server	full		Heltec_Wireless_Paper_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Tracker_repeater-full-logging	built	full-profiles	Heltec_Wireless_Tracker_repeater	full		Heltec_Wireless_Tracker_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Tracker_repeater_bridge_espnow-full	built	full-profiles	Heltec_Wireless_Tracker_repeater_bridge_espnow	full		Heltec_Wireless_Tracker_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Tracker_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_Wireless_Tracker_repeater_bridge_espnow	full		Heltec_Wireless_Tracker_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_Wireless_Tracker_room_server-full-logging	built	full-profiles	Heltec_Wireless_Tracker_room_server	full		Heltec_Wireless_Tracker_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_ct62_repeater-full-logging	built	full-profiles	Heltec_ct62_repeater	full		Heltec_ct62_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_ct62_repeater_bridge_espnow-full	built	full-profiles	Heltec_ct62_repeater_bridge_espnow	full		Heltec_ct62_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_ct62_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_ct62_repeater_bridge_espnow	full		Heltec_ct62_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_ct62_sensor-full-logging	built	full-profiles	Heltec_ct62_sensor	full		Heltec_ct62_sensor-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v2_companion_radio_wifi-full-logging	built	companion	Heltec_v2_companion_radio_full	full	Heltec_v2_companion_radio_wifi -> Heltec_v2_companion_radio_full (full_companion)	Heltec_v2_companion_radio_full-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v2_repeater-full-logging	built	full-profiles	Heltec_v2_repeater	full		Heltec_v2_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v2_repeater_bridge_espnow-full	built	full-profiles	Heltec_v2_repeater_bridge_espnow	full		Heltec_v2_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v2_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_v2_repeater_bridge_espnow	full		Heltec_v2_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v2_room_server-full-logging	built	full-profiles	Heltec_v2_room_server	full		Heltec_v2_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_repeater-full-logging	built	full-profiles	Heltec_v3_repeater_observer_mqtt	full	Heltec_v3_repeater -> Heltec_v3_repeater_observer_mqtt (mqtt_full)	Heltec_v3_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_repeater_bridge_espnow-full	built	full-profiles	Heltec_v3_repeater_bridge_espnow	full		Heltec_v3_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_repeater_bridge_espnow-full-logging	built	full-profiles	Heltec_v3_repeater_bridge_espnow	full		Heltec_v3_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_repeater_bridge_rs232-full-logging	built	full-profiles	Heltec_v3_repeater_observer_mqtt	full	Heltec_v3_repeater_bridge_rs232 -> Heltec_v3_repeater (rs232); Heltec_v3_repeater -> Heltec_v3_repeater_observer_mqtt (mqtt_full)	Heltec_v3_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_repeater_observer_mqtt-full	built	full-profiles	Heltec_v3_repeater_observer_mqtt	full		Heltec_v3_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_room_server-full-logging	built	full-profiles	Heltec_v3_room_server_observer_mqtt	full	Heltec_v3_room_server -> Heltec_v3_room_server_observer_mqtt (mqtt_full)	Heltec_v3_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_room_server_observer_mqtt-full	built	full-profiles	Heltec_v3_room_server_observer_mqtt	full		Heltec_v3_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	Heltec_v3_sensor-full-logging	built	full-profiles	Heltec_v3_sensor	full		Heltec_v3_sensor-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1262_repeater-full-logging	built	full-profiles	LilyGo_T3S3_sx1262_repeater_observer_mqtt	full	LilyGo_T3S3_sx1262_repeater -> LilyGo_T3S3_sx1262_repeater_observer_mqtt (mqtt_full)	LilyGo_T3S3_sx1262_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1262_repeater_bridge_espnow-full	built	full-profiles	LilyGo_T3S3_sx1262_repeater_bridge_espnow	full		LilyGo_T3S3_sx1262_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1262_repeater_bridge_espnow-full-logging	built	full-profiles	LilyGo_T3S3_sx1262_repeater_bridge_espnow	full		LilyGo_T3S3_sx1262_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1262_repeater_observer_mqtt-full	built	full-profiles	LilyGo_T3S3_sx1262_repeater_observer_mqtt	full		LilyGo_T3S3_sx1262_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1262_room_server-full-logging	built	full-profiles	LilyGo_T3S3_sx1262_room_server_observer_mqtt	full	LilyGo_T3S3_sx1262_room_server -> LilyGo_T3S3_sx1262_room_server_observer_mqtt (mqtt_full)	LilyGo_T3S3_sx1262_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1262_room_server_observer_mqtt-full	built	full-profiles	LilyGo_T3S3_sx1262_room_server_observer_mqtt	full		LilyGo_T3S3_sx1262_room_server_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1276_repeater-full-logging	built	full-profiles	LilyGo_T3S3_sx1276_repeater	full		LilyGo_T3S3_sx1276_repeater-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1276_repeater_bridge_espnow-full	built	full-profiles	LilyGo_T3S3_sx1276_repeater_bridge_espnow	full		LilyGo_T3S3_sx1276_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1276_repeater_bridge_espnow-full-logging	built	full-profiles	LilyGo_T3S3_sx1276_repeater_bridge_espnow	full		LilyGo_T3S3_sx1276_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_T3S3_sx1276_room_server-full-logging	built	full-profiles	LilyGo_T3S3_sx1276_room_server	full		LilyGo_T3S3_sx1276_room_server-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_TBeam_1W_repeater-full-logging	built	full-profiles	LilyGo_TBeam_1W_repeater_observer_mqtt	full	LilyGo_TBeam_1W_repeater -> LilyGo_TBeam_1W_repeater_observer_mqtt (mqtt_full)	LilyGo_TBeam_1W_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_TBeam_1W_repeater_bridge_espnow-full	built	full-profiles	LilyGo_TBeam_1W_repeater_bridge_espnow	full		LilyGo_TBeam_1W_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_TBeam_1W_repeater_bridge_espnow-full-logging	built	full-profiles	LilyGo_TBeam_1W_repeater_bridge_espnow	full		LilyGo_TBeam_1W_repeater_bridge_espnow-full-logging-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
full-profiles	LilyGo_TBeam_1W_repeater_observer_mqtt-full	built	full-profiles	LilyGo_TBeam_1W_repeater_observer_mqtt	full		LilyGo_TBeam_1W_repeater_observer_mqtt-full-usb-wifi-ota-v1.17.1.5-halo-keymind-cascade-dev-26303793.bin	
